Terminal;Conexion;Hora inicio de sesion;Hora de fin de sesion;Datos personales CMS;Datos personales CC
WEB;Ethernet;2021-08-22 15:24:46.641;2021-08-22 15:24:53.713;2511;4561
WEB;Ethernet;2021-08-22 15:25:19.965;2021-08-22 15:25:29.767;1816;7986
WEB;Ethernet;2021-08-22 15:25:56.435;2021-08-22 15:26:02.904;1831;4638
WEB;Ethernet;2021-08-22 15:26:29.460;2021-08-22 15:26:36.189;2110;4619
WEB;Ethernet;2021-08-22 15:27:02.327;2021-08-22 15:27:08.523;1952;4244
WEB;Ethernet;2021-08-22 15:27:34.674;2021-08-22 15:27:40.805;1893;4238
WEB;Ethernet;2021-08-22 15:28:07.468;2021-08-22 15:28:13.944;1892;4584
WEB;Ethernet;2021-08-22 15:28:40.202;2021-08-22 15:28:46.826;1809;4815
WEB;Ethernet;2021-08-22 15:29:13.950;2021-08-22 15:29:20.024;1687;4387
WEB;Ethernet;2021-08-22 15:29:45.839;2021-08-22 15:29:52.049;1840;4370
WEB;Ethernet;2021-08-22 15:30:18.575;2021-08-22 15:30:24.864;1666;4623
WEB;Ethernet;2021-08-22 15:30:51.465;2021-08-22 15:31:00.698;1976;7257
WEB;Ethernet;2021-08-22 15:31:26.998;2021-08-22 15:31:36.396;2863;6535
WEB;Ethernet;2021-08-22 15:32:03.126;2021-08-22 15:32:09.808;2017;4665
WEB;Ethernet;2021-08-22 15:32:37.428;2021-08-22 15:32:43.861;1764;4669
WEB;Ethernet;2021-08-22 15:33:10.505;2021-08-22 15:33:16.966;1873;4588
WEB;Ethernet;2021-08-22 15:33:43.605;2021-08-22 15:33:50.000;1760;4635
WEB;Ethernet;2021-08-22 15:34:16.274;2021-08-22 15:34:22.618;1750;4594
WEB;Ethernet;2021-08-22 15:34:49.722;2021-08-22 15:34:56.608;1739;5147
WEB;Ethernet;2021-08-22 15:35:22.704;2021-08-22 15:35:29.009;1770;4535
WEB;Ethernet;2021-08-22 15:36:51.941;2021-08-22 15:36:58.420;1850;4629
WEB;Ethernet;2021-08-22 15:37:24.095;2021-08-22 15:37:30.206;2134;3977
WEB;Ethernet;2021-08-22 15:37:56.130;2021-08-22 15:38:02.612;2099;4383
WEB;Ethernet;2021-08-22 15:38:29.329;2021-08-22 15:38:35.920;2047;4544
WEB;Ethernet;2021-08-22 15:39:01.706;2021-08-22 15:39:08.220;1925;4589
WEB;Ethernet;2021-08-22 15:39:34.296;2021-08-22 15:39:40.396;1845;4255
WEB;Ethernet;2021-08-22 15:40:06.528;2021-08-22 15:40:13.677;1702;5447
WEB;Ethernet;2021-08-22 15:40:39.935;2021-08-22 15:40:46.618;1999;4684
WEB;Ethernet;2021-08-22 15:41:13.087;2021-08-22 15:41:24.409;1662;9660
WEB;Ethernet;2021-08-22 15:41:50.354;2021-08-22 15:41:57.237;1739;5144
WEB;Ethernet;2021-08-22 15:42:23.311;2021-08-22 15:42:29.918;1915;4692
WEB;Ethernet;2021-08-22 15:42:56.075;2021-08-22 15:43:02.219;1911;4233
WEB;Ethernet;2021-08-22 15:43:28.325;2021-08-22 15:43:34.850;2554;3971
WEB;Ethernet;2021-08-22 15:44:06.797;2021-08-22 15:44:13.590;2062;4731
WEB;Ethernet;2021-08-22 15:44:41.086;2021-08-22 15:44:48.016;1982;4948
WEB;Ethernet;2021-08-22 15:45:14.037;2021-08-22 15:45:20.527;1928;4562
WEB;Ethernet;2021-08-22 15:45:47.460;2021-08-22 15:45:54.007;1948;4599
WEB;Ethernet;2021-08-22 15:46:20.229;2021-08-22 15:46:29.920;1694;7997
WEB;Ethernet;2021-08-22 15:46:56.239;2021-08-22 15:47:03.026;1786;5001
WEB;Ethernet;2021-08-22 15:47:29.102;2021-08-22 15:47:35.367;1654;4611
WEB;Ethernet;2021-08-22 15:48:01.969;2021-08-22 15:48:08.788;1782;5037
WEB;Ethernet;2021-08-22 15:48:35.001;2021-08-22 15:48:41.786;2019;4766
WEB;Ethernet;2021-08-22 15:49:08.012;2021-08-22 15:49:16.097;2052;6033
WEB;Ethernet;2021-08-22 15:49:42.532;2021-08-22 15:49:49.168;1787;4849
WEB;Ethernet;2021-08-22 15:50:15.492;2021-08-22 15:50:21.487;2017;3978
WEB;Ethernet;2021-08-22 15:50:47.562;2021-08-22 15:50:54.500;2091;4847
WEB;Ethernet;2021-08-22 15:51:20.779;2021-08-22 15:51:27.389;2059;4551
WEB;Ethernet;2021-08-22 15:51:53.465;2021-08-22 15:52:02.913;1799;7649
WEB;Ethernet;2021-08-22 15:52:28.780;2021-08-22 15:52:35.632;1867;4985
WEB;Ethernet;2021-08-22 15:53:02.433;2021-08-22 15:53:09.428;2080;4915
WEB;Ethernet;2021-08-22 15:53:35.699;2021-08-22 15:53:41.826;2088;4038
WEB;Ethernet;2021-08-22 15:54:08.059;2021-08-22 15:54:14.388;2541;3788
WEB;Ethernet;2021-08-22 15:54:40.667;2021-08-22 15:54:47.274;1960;4647
WEB;Ethernet;2021-08-22 15:55:13.498;2021-08-22 15:55:19.647;1826;4323
WEB;Ethernet;2021-08-22 15:55:45.805;2021-08-22 15:55:52.291;1744;4742
WEB;Ethernet;2021-08-22 15:56:19.517;2021-08-22 15:56:25.445;1907;4021
WEB;Ethernet;2021-08-22 15:56:51.323;2021-08-22 15:56:58.419;1996;5100
WEB;Ethernet;2021-08-22 15:57:24.223;2021-08-22 15:57:33.660;1796;7641
WEB;Ethernet;2021-08-22 15:57:59.640;2021-08-22 15:58:06.044;1964;4440
WEB;Ethernet;2021-08-22 15:58:31.895;2021-08-22 15:58:38.474;1839;4740
WEB;Ethernet;2021-08-22 15:59:04.386;2021-08-22 15:59:10.407;1682;4339
WEB;Ethernet;2021-08-22 15:59:36.353;2021-08-22 15:59:42.717;1805;4559
WEB;Ethernet;2021-08-22 16:00:08.938;2021-08-22 16:00:15.543;2146;4459
WEB;Ethernet;2021-08-22 16:00:41.517;2021-08-22 16:00:47.993;1852;4624
WEB;Ethernet;2021-08-22 16:01:14.374;2021-08-22 16:01:20.726;1919;4433
WEB;Ethernet;2021-08-22 16:01:46.642;2021-08-22 16:01:53.174;1929;4603
WEB;Ethernet;2021-08-22 16:02:19.685;2021-08-22 16:02:26.522;1882;4955
WEB;Ethernet;2021-08-22 16:02:52.621;2021-08-22 16:03:02.738;1937;8180
WEB;Ethernet;2021-08-22 16:03:28.954;2021-08-22 16:03:36.347;2519;4874
WEB;Ethernet;2021-08-22 16:04:02.241;2021-08-22 16:04:08.895;1966;4688
WEB;Ethernet;2021-08-22 16:04:34.974;2021-08-22 16:04:41.311;2017;4320
WEB;Ethernet;2021-08-22 16:05:07.617;2021-08-22 16:05:14.306;2037;4651
WEB;Ethernet;2021-08-22 16:05:48.193;2021-08-22 16:05:55.424;2703;4528
WEB;Ethernet;2021-08-22 16:06:21.726;2021-08-22 16:06:28.660;1992;4942
WEB;Ethernet;2021-08-22 16:06:55.045;2021-08-22 16:07:02.980;2056;5879
WEB;Ethernet;2021-08-22 16:07:30.356;2021-08-22 16:07:37.804;2424;5024
WEB;Ethernet;2021-08-22 16:08:03.845;2021-08-22 16:08:13.340;2564;6931
WEB;Ethernet;2021-08-22 16:08:39.438;2021-08-22 16:08:45.466;1915;4113
WEB;Ethernet;2021-08-22 16:09:11.914;2021-08-22 16:09:18.329;1804;4611
WEB;Ethernet;2021-08-22 16:09:44.270;2021-08-22 16:09:50.986;2108;4608
WEB;Ethernet;2021-08-22 16:10:17.157;2021-08-22 16:10:23.801;1977;4667
WEB;Ethernet;2021-08-22 16:10:51.262;2021-08-22 16:10:58.312;1929;5121
WEB;Ethernet;2021-08-22 16:11:24.432;2021-08-22 16:11:30.757;1686;4639
WEB;Ethernet;2021-08-22 16:11:57.183;2021-08-22 16:12:03.997;1946;4868
WEB;Ethernet;2021-08-22 16:12:30.144;2021-08-22 16:12:36.453;1766;4543
WEB;Ethernet;2021-08-22 16:13:03.058;2021-08-22 16:13:09.547;1814;4675
WEB;Ethernet;2021-08-22 16:13:35.830;2021-08-22 16:13:46.681;1812;9039
WEB;Ethernet;2021-08-22 16:14:12.667;2021-08-22 16:14:19.433;1802;4964
WEB;Ethernet;2021-08-22 16:14:45.852;2021-08-22 16:14:52.738;1914;4972
WEB;Ethernet;2021-08-22 16:15:18.759;2021-08-22 16:15:25.070;1763;4548
WEB;Ethernet;2021-08-22 16:15:51.500;2021-08-22 16:15:57.905;1827;4578
WEB;Ethernet;2021-08-22 16:16:24.310;2021-08-22 16:16:30.686;1805;4571
WEB;Ethernet;2021-08-22 16:16:56.705;2021-08-22 16:17:03.222;2066;4451
WEB;Ethernet;2021-08-22 16:17:29.372;2021-08-22 16:17:36.064;1989;4703
WEB;Ethernet;2021-08-22 16:18:03.984;2021-08-22 16:18:10.268;1976;4308
WEB;Ethernet;2021-08-22 16:18:36.479;2021-08-22 16:18:43.017;1862;4676
WEB;Ethernet;2021-08-22 16:19:10.351;2021-08-22 16:19:19.182;1861;6970
WEB;Ethernet;2021-08-22 16:19:45.284;2021-08-22 16:19:51.397;1798;4315
WEB;Ethernet;2021-08-22 16:20:17.390;2021-08-22 16:20:24.314;2118;4806
WEB;Ethernet;2021-08-22 16:21:02.677;2021-08-22 16:21:09.664;2065;4922
WEB;Ethernet;2021-08-22 16:21:36.329;2021-08-22 16:21:43.175;1911;4935
WEB;Ethernet;2021-08-22 16:22:09.222;2021-08-22 16:22:15.724;1895;4607
WEB;Ethernet;2021-08-22 16:22:42.168;2021-08-22 16:22:48.826;1741;4917
WEB;Ethernet;2021-08-22 16:23:16.917;2021-08-22 16:23:24.163;2570;4676
WEB;Ethernet;2021-08-22 16:23:50.542;2021-08-22 16:23:59.171;3522;5107
WEB;Ethernet;2021-08-22 16:24:25.304;2021-08-22 16:24:35.051;2071;7676
WEB;Ethernet;2021-08-22 16:25:01.325;2021-08-22 16:25:07.821;2175;4321
WEB;Ethernet;2021-08-22 16:25:34.419;2021-08-22 16:25:40.487;1486;4582
WEB;Ethernet;2021-08-22 16:26:07.047;2021-08-22 16:26:13.525;1740;4738
WEB;Ethernet;2021-08-22 16:26:39.773;2021-08-22 16:26:47.424;1948;5703
WEB;Ethernet;2021-08-22 16:27:14.039;2021-08-22 16:27:20.942;1754;5149
WEB;Ethernet;2021-08-22 16:27:47.739;2021-08-22 16:27:54.408;1849;4820
WEB;Ethernet;2021-08-22 16:28:20.798;2021-08-22 16:28:27.385;1640;4947
WEB;Ethernet;2021-08-22 16:28:53.609;2021-08-22 16:29:00.208;1877;4722
WEB;Ethernet;2021-08-22 16:29:26.894;2021-08-22 16:29:33.487;2047;4546
WEB;Ethernet;2021-08-22 16:29:59.748;2021-08-22 16:30:11.121;2363;9010
WEB;Ethernet;2021-08-22 16:30:38.792;2021-08-22 16:30:45.416;2220;4404
WEB;Ethernet;2021-08-22 16:31:12.013;2021-08-22 16:31:18.463;2106;4344
WEB;Ethernet;2021-08-22 16:31:44.600;2021-08-22 16:31:51.464;2187;4677
WEB;Ethernet;2021-08-22 16:32:18.410;2021-08-22 16:32:25.070;1916;4744
WEB;Ethernet;2021-08-22 16:32:51.830;2021-08-22 16:32:59.554;3577;4147
WEB;Ethernet;2021-08-22 16:33:25.944;2021-08-22 16:33:32.611;1870;4797
WEB;Ethernet;2021-08-22 16:33:58.578;2021-08-22 16:34:05.072;1931;4563
WEB;Ethernet;2021-08-22 16:34:32.682;2021-08-22 16:34:39.112;1799;4631
WEB;Ethernet;2021-08-22 16:35:04.983;2021-08-22 16:35:14.521;2296;7242
WEB;Ethernet;2021-08-22 16:35:40.840;2021-08-22 16:35:47.936;2033;5063
WEB;Ethernet;2021-08-22 16:36:14.520;2021-08-22 16:36:21.029;1929;4580
WEB;Ethernet;2021-08-22 16:36:47.476;2021-08-22 16:36:54.044;1819;4749
WEB;Ethernet;2021-08-22 16:37:20.216;2021-08-22 16:37:26.924;2029;4679
WEB;Ethernet;2021-08-22 16:37:53.410;2021-08-22 16:38:00.886;2060;5416
WEB;Ethernet;2021-08-22 16:38:27.778;2021-08-22 16:38:35.909;2572;5559
WEB;Ethernet;2021-08-22 16:39:01.948;2021-08-22 16:39:08.616;2035;4633
WEB;Ethernet;2021-08-22 16:39:35.033;2021-08-22 16:39:41.430;1800;4597
WEB;Ethernet;2021-08-22 16:40:08.032;2021-08-22 16:40:17.490;2040;7418
WEB;Ethernet;2021-08-22 16:40:43.557;2021-08-22 16:40:50.444;2199;4688
WEB;Ethernet;2021-08-22 16:41:18.369;2021-08-22 16:41:25.131;2144;4618
WEB;Ethernet;2021-08-22 16:41:51.409;2021-08-22 16:41:58.096;2048;4639
WEB;Ethernet;2021-08-22 16:42:24.585;2021-08-22 16:42:31.345;2445;4315
WEB;Ethernet;2021-08-22 16:42:57.899;2021-08-22 16:43:04.852;2122;4831
WEB;Ethernet;2021-08-22 16:43:31.357;2021-08-22 16:43:37.921;1984;4580
WEB;Ethernet;2021-08-22 16:44:04.507;2021-08-22 16:44:10.844;1708;4629
WEB;Ethernet;2021-08-22 16:44:37.321;2021-08-22 16:44:43.557;2258;3978
WEB;Ethernet;2021-08-22 16:45:09.869;2021-08-22 16:45:16.223;1986;4368
WEB;Ethernet;2021-08-22 16:45:42.177;2021-08-22 16:45:52.797;2614;8006
WEB;Ethernet;2021-08-22 16:46:21.436;2021-08-22 16:46:28.764;2334;4994
WEB;Ethernet;2021-08-22 16:46:54.987;2021-08-22 16:47:01.243;2007;4249
WEB;Ethernet;2021-08-22 16:47:28.314;2021-08-22 16:47:35.396;2520;4562
WEB;Ethernet;2021-08-22 16:48:01.275;2021-08-22 16:48:08.070;2016;4779
WEB;Ethernet;2021-08-22 16:48:34.622;2021-08-22 16:48:41.098;2025;4451
WEB;Ethernet;2021-08-22 16:49:06.474;2021-08-22 16:49:14.000;2766;4760
WEB;Ethernet;2021-08-22 16:49:41.175;2021-08-22 16:49:47.434;2027;4232
WEB;Ethernet;2021-08-22 16:50:13.947;2021-08-22 16:50:20.063;1978;4138
WEB;Ethernet;2021-08-22 16:50:47.232;2021-08-22 16:50:57.110;1916;7962
WEB;Ethernet;2021-08-22 16:51:23.622;2021-08-22 16:51:29.997;1793;4582
WEB;Ethernet;2021-08-22 16:51:56.257;2021-08-22 16:52:03.097;1831;5009
WEB;Ethernet;2021-08-22 16:52:29.223;2021-08-22 16:52:35.387;2138;4026
WEB;Ethernet;2021-08-22 16:53:01.776;2021-08-22 16:53:07.969;1760;4433
WEB;Ethernet;2021-08-22 16:53:34.541;2021-08-22 16:53:42.536;3188;4807
WEB;Ethernet;2021-08-22 16:54:08.800;2021-08-22 16:54:15.469;2048;4621
WEB;Ethernet;2021-08-22 16:54:41.645;2021-08-22 16:54:48.197;1879;4673
WEB;Ethernet;2021-08-22 16:55:14.849;2021-08-22 16:55:21.590;2059;4682
WEB;Ethernet;2021-08-22 16:55:47.923;2021-08-22 16:55:54.405;1652;4830
WEB;Ethernet;2021-08-22 16:56:20.772;2021-08-22 16:56:29.686;1992;6922
WEB;Ethernet;2021-08-22 16:56:56.340;2021-08-22 16:57:03.027;1898;4789
WEB;Ethernet;2021-08-22 16:57:29.653;2021-08-22 16:57:36.137;2069;4415
WEB;Ethernet;2021-08-22 16:58:02.774;2021-08-22 16:58:08.713;1766;4173
WEB;Ethernet;2021-08-22 16:58:35.378;2021-08-22 16:58:41.659;1738;4543
WEB;Ethernet;2021-08-22 16:59:07.973;2021-08-22 16:59:14.407;1762;4672
WEB;Ethernet;2021-08-22 16:59:41.988;2021-08-22 16:59:49.304;1906;5410
WEB;Ethernet;2021-08-22 17:00:15.803;2021-08-22 17:00:22.609;1952;4854
WEB;Ethernet;2021-08-22 17:00:48.942;2021-08-22 17:00:55.400;2098;4360
WEB;Ethernet;2021-08-22 17:01:22.168;2021-08-22 17:01:32.469;1938;8363
WEB;Ethernet;2021-08-22 17:01:59.865;2021-08-22 17:02:06.830;2713;4252
WEB;Ethernet;2021-08-22 17:02:33.313;2021-08-22 17:02:39.458;1778;4367
WEB;Ethernet;2021-08-22 17:03:06.207;2021-08-22 17:03:15.407;3323;5877
WEB;Ethernet;2021-08-22 17:03:42.031;2021-08-22 17:03:49.595;1852;5712
WEB;Ethernet;2021-08-22 17:04:17.059;2021-08-22 17:04:25.894;1854;6981
WEB;Ethernet;2021-08-22 17:04:52.830;2021-08-22 17:04:59.203;2107;4266
WEB;Ethernet;2021-08-22 17:05:25.181;2021-08-22 17:05:32.387;1669;5537
WEB;Ethernet;2021-08-22 17:05:59.128;2021-08-22 17:06:05.678;1825;4725
WEB;Ethernet;2021-08-22 17:06:32.141;2021-08-22 17:06:42.919;1753;9025
WEB;Ethernet;2021-08-22 17:07:09.345;2021-08-22 17:07:15.759;1894;4520
WEB;Ethernet;2021-08-22 17:07:42.438;2021-08-22 17:07:48.930;1902;4590
WEB;Ethernet;2021-08-22 17:08:17.288;2021-08-22 17:08:24.696;2713;4695
WEB;Ethernet;2021-08-22 17:08:59.447;2021-08-22 17:09:06.182;2198;4537
WEB;Ethernet;2021-08-22 17:09:38.132;2021-08-22 17:09:46.862;3743;4987
WEB;Ethernet;2021-08-22 17:10:16.216;2021-08-22 17:10:22.878;1763;4899
WEB;Ethernet;2021-08-22 17:10:49.339;2021-08-22 17:10:56.053;1865;4849
WEB;Ethernet;2021-08-22 17:11:23.088;2021-08-22 17:11:29.738;1759;4891
WEB;Ethernet;2021-08-22 17:11:55.992;2021-08-22 17:12:06.134;1920;8222
WEB;Ethernet;2021-08-22 17:12:32.541;2021-08-22 17:12:38.931;1779;4611
WEB;Ethernet;2021-08-22 17:13:05.259;2021-08-22 17:13:11.542;1864;4419
WEB;Ethernet;2021-08-22 17:13:37.641;2021-08-22 17:13:44.742;2074;5027
WEB;Ethernet;2021-08-22 17:14:11.673;2021-08-22 17:14:18.111;1912;4526
WEB;Ethernet;2021-08-22 17:14:44.352;2021-08-22 17:14:50.883;1959;4572
WEB;Ethernet;2021-08-22 17:15:16.947;2021-08-22 17:15:23.328;2529;3852
WEB;Ethernet;2021-08-22 17:15:49.923;2021-08-22 17:15:56.475;1648;4904
WEB;Ethernet;2021-08-22 17:16:23.670;2021-08-22 17:16:29.996;1718;4608
WEB;Ethernet;2021-08-22 17:16:56.606;2021-08-22 17:17:03.309;2048;4655
WEB;Ethernet;2021-08-22 17:17:29.725;2021-08-22 17:17:39.497;1998;7774
WEB;Ethernet;2021-08-22 17:18:05.847;2021-08-22 17:18:12.431;1976;4608
WEB;Ethernet;2021-08-22 17:18:38.641;2021-08-22 17:18:44.979;2024;4314
WEB;Ethernet;2021-08-22 17:19:11.725;2021-08-22 17:19:17.913;1761;4427
WEB;Ethernet;2021-08-22 17:19:44.294;2021-08-22 17:19:50.541;1845;4402
WEB;Ethernet;2021-08-22 17:20:17.099;2021-08-22 17:20:23.281;1869;4313
WEB;Ethernet;2021-08-22 17:20:49.640;2021-08-22 17:20:55.877;1831;4406
WEB;Ethernet;2021-08-22 17:21:21.961;2021-08-22 17:21:28.531;1956;4614
WEB;Ethernet;2021-08-22 17:21:54.488;2021-08-22 17:22:01.476;2025;4963
WEB;Ethernet;2021-08-22 17:22:27.871;2021-08-22 17:22:34.158;2017;4269
WEB;Ethernet;2021-08-22 17:23:00.537;2021-08-22 17:23:10.413;2615;7261
WEB;Ethernet;2021-08-22 17:23:36.832;2021-08-22 17:23:43.031;2518;3681
WEB;Ethernet;2021-08-22 17:24:09.504;2021-08-22 17:24:15.994;1863;4627
WEB;Ethernet;2021-08-22 17:24:42.261;2021-08-22 17:24:48.442;2168;4013
WEB;Ethernet;2021-08-22 17:25:14.389;2021-08-22 17:25:20.733;2230;4114
WEB;Ethernet;2021-08-22 17:25:46.999;2021-08-22 17:25:53.391;1835;4557
WEB;Ethernet;2021-08-22 17:26:19.949;2021-08-22 17:26:26.555;1924;4682
WEB;Ethernet;2021-08-22 17:26:52.882;2021-08-22 17:26:59.469;1968;4619
WEB;Ethernet;2021-08-22 17:27:25.844;2021-08-22 17:27:33.084;1932;5308
WEB;Ethernet;2021-08-22 17:27:59.626;2021-08-22 17:28:07.017;2417;4974
WEB;Ethernet;2021-08-22 17:28:33.801;2021-08-22 17:28:44.133;2513;7819
WEB;Ethernet;2021-08-22 17:29:10.250;2021-08-22 17:29:16.472;1849;4373
WEB;Ethernet;2021-08-22 17:29:43.011;2021-08-22 17:29:49.311;1996;4304
WEB;Ethernet;2021-08-22 17:30:15.907;2021-08-22 17:30:22.467;1793;4767
WEB;Ethernet;2021-08-22 17:30:48.776;2021-08-22 17:30:56.335;2065;5494
WEB;Ethernet;2021-08-22 17:31:22.871;2021-08-22 17:31:31.189;3096;5222
WEB;Ethernet;2021-08-22 17:32:01.765;2021-08-22 17:32:09.543;2054;5724
WEB;Ethernet;2021-08-22 17:32:36.740;2021-08-22 17:32:43.603;2065;4798
WEB;Ethernet;2021-08-22 17:33:21.808;2021-08-22 17:33:28.564;2016;4740
WEB;Ethernet;2021-08-22 17:33:55.806;2021-08-22 17:34:08.547;2779;9962
WEB;Ethernet;2021-08-22 17:34:35.060;2021-08-22 17:34:41.165;1791;4314
WEB;Ethernet;2021-08-22 17:35:08.007;2021-08-22 17:35:14.610;1944;4659
WEB;Ethernet;2021-08-22 17:35:41.956;2021-08-22 17:35:48.360;1990;4414
WEB;Ethernet;2021-08-22 17:36:15.719;2021-08-22 17:36:22.199;2199;4281
WEB;Ethernet;2021-08-22 17:36:48.981;2021-08-22 17:36:56.248;2064;5203
WEB;Ethernet;2021-08-22 17:37:23.921;2021-08-22 17:37:31.189;2595;4673
WEB;Ethernet;2021-08-22 17:37:58.119;2021-08-22 17:38:04.523;1953;4451
WEB;Ethernet;2021-08-22 17:38:31.049;2021-08-22 17:38:37.296;2017;4230
WEB;Ethernet;2021-08-22 17:39:03.699;2021-08-22 17:39:13.965;2108;8157
WEB;Ethernet;2021-08-22 17:39:40.815;2021-08-22 17:39:47.176;2137;4224
WEB;Ethernet;2021-08-22 17:40:14.464;2021-08-22 17:40:20.908;1964;4480
WEB;Ethernet;2021-08-22 17:40:47.717;2021-08-22 17:40:54.576;2041;4818
WEB;Ethernet;2021-08-22 17:41:21.783;2021-08-22 17:41:28.502;1875;4844
WEB;Ethernet;2021-08-22 17:41:56.432;2021-08-22 17:42:03.957;3072;4453
WEB;Ethernet;2021-08-22 17:42:30.681;2021-08-22 17:42:37.788;1817;5290
WEB;Ethernet;2021-08-22 17:43:04.602;2021-08-22 17:43:11.504;2099;4803
WEB;Ethernet;2021-08-22 17:43:38.409;2021-08-22 17:43:45.655;1884;5362
WEB;Ethernet;2021-08-22 17:44:12.697;2021-08-22 17:44:21.400;2174;6529
WEB;Ethernet;2021-08-22 17:44:47.825;2021-08-22 17:44:54.420;1944;4651
WEB;Ethernet;2021-08-22 17:45:21.281;2021-08-22 17:45:28.079;1915;4883
WEB;Ethernet;2021-08-22 17:45:54.648;2021-08-22 17:46:01.473;1982;4843
WEB;Ethernet;2021-08-22 17:46:29.185;2021-08-22 17:46:36.925;2436;5304
WEB;Ethernet;2021-08-22 17:47:03.537;2021-08-22 17:47:10.149;1819;4793
WEB;Ethernet;2021-08-22 17:47:36.790;2021-08-22 17:47:43.267;2252;4225
WEB;Ethernet;2021-08-22 17:48:09.735;2021-08-22 17:48:17.188;2033;5419
WEB;Ethernet;2021-08-22 17:48:44.044;2021-08-22 17:48:50.804;1992;4768
WEB;Ethernet;2021-08-22 17:49:17.324;2021-08-22 17:49:26.046;2028;6694
WEB;Ethernet;2021-08-22 17:49:52.774;2021-08-22 17:49:59.247;1964;4509
WEB;Ethernet;2021-08-22 17:50:25.822;2021-08-22 17:50:32.299;1879;4598
WEB;Ethernet;2021-08-22 17:51:00.687;2021-08-22 17:51:08.161;2224;5250
WEB;Ethernet;2021-08-22 17:51:34.664;2021-08-22 17:51:40.999;2009;4326
WEB;Ethernet;2021-08-22 17:52:09.798;2021-08-22 17:52:16.157;1965;4394
WEB;Ethernet;2021-08-22 17:52:42.876;2021-08-22 17:52:49.008;1757;4375
WEB;Ethernet;2021-08-22 17:53:16.609;2021-08-22 17:53:23.253;1763;4881
WEB;Ethernet;2021-08-22 17:53:49.842;2021-08-22 17:53:56.303;1849;4612
WEB;Ethernet;2021-08-22 17:54:23.151;2021-08-22 17:54:32.522;1883;7488
